,Store Name,Age,Comments Count,average rate,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
2897,,,0,,,,,,,
2898,,,0,,,,,,,
2899,,,0,,,,,,,
2900,,,0,,,,,,,
2901,,,0,,,,,,,
2902,,,0,,,,,,,
2903,,,0,,,,,,,
2904,,,0,,,,,,,
2905,,,0,,,,,,,
2906,,,0,,,,,,,
2907,,,0,,,,,,,
2908,,,0,,,,,,,
2909,,,0,,,,,,,
2910,,,0,,,,,,,
2911,,,0,,,,,,,
2912,,,0,,,,,,,
2913,,,0,,,,,,,
2914,,,0,,,,,,,
2915,,,0,,,,,,,
2916,,,0,,,,,,,
2917,,,0,,,,,,,
2918,,,0,,,,,,,
2919,,,0,,,,,,,
2920,,,0,,,,,,,
2921,,,0,,,,,,,
2922,,,0,,,,,,,
2923,,,0,,,,,,,
2924,,,0,,,,,,,
2925,,12,0,,,,,,,
2926,,,0,,,,,,,
2927,,,0,,,,,,,
2928,,,0,,,,,,,
2929,,,0,,,,,,,
2930,,,0,,,,,,,
2931,,,0,,,,,,,
2932,,,0,,,,,,,
2933,,,0,,,,,,,
2934,,,0,,,,,,,
2935,,20,0,,,,,,,
2936,,,0,,,,,,,
2937,,21,0,,,,,,,
2938,,,0,,,,,,,
2939,,,0,,,,,,,
2940,,,0,,,,,,,
2941,,,0,,,,,,,
2942,,,0,,,,,,,
2943,,,0,,,,,,,
2944,,,0,,,,,,,
2945,,,0,,,,,,,
2946,,,0,,,,,,,
2947,,,0,,,,,,,
2948,,,0,,,,,,,
2949,,,0,,,,,,,
2950,,,0,,,,,,,
2951,,15,0,,,,,,,
2952,,,0,,,,,,,
2953,,,0,,,,,,,
2954,,,0,,,,,,,
2955,,,0,,,,,,,
2956,,,0,,,,,,,
2957,,,0,,,,,,,
2958,,,0,,,,,,,
2959,,,0,,,,,,,
2960,,,0,,,,,,,
2961,,,0,,,,,,,
2962,,,0,,,,,,,
2963,,,0,,,,,,,
2964,,,0,,,,,,,
2965,,,0,,,,,,,
2966,,,0,,,,,,,
2967,,,0,,,,,,,
2968,,,0,,,,,,,
2969,,,0,,,,,,,
2970,,,0,,,,,,,
2971,,,0,,,,,,,
2972,,,0,,,,,,,
2973,,,0,,,,,,,
2974,,,0,,,,,,,
2975,,,0,,,,,,,
2976,,,0,,,,,,,
2977,,,0,,,,,,,
2978,,,0,,,,,,,
2979,,19,0,,,,,,,
2980,,,0,,,,,,,
2981,,,0,,,,,,,
2982,,,0,,,,,,,
2983,,,0,,,,,,,
2984,,,0,,,,,,,
2985,,,0,,,,,,,
2986,,,0,,,,,,,
2987,,,0,,,,,,,
2988,,,0,,,,,,,
2989,,,0,,,,,,,
2990,,,0,,,,,,,
2991,,,0,,,,,,,
2992,,,0,,,,,,,
2993,,,0,,,,,,,
2994,,,0,,,,,,,
2995,,,0,,,,,,,
2996,,,0,,,,,,,
2997,,,0,,,,,,,
2998,,,0,,,,,,,
2999,,,0,,,,,,,
3000,,,0,,,,,,,
3001,,,0,,,,,,,
3002,,21,0,,,,,,,
3003,,,0,,,,,,,
3004,,,0,,,,,,,
3005,,,0,,,,,,,
3006,,36,0,,,,,,,
3007,,,0,,,,,,,
3008,,,0,,,,,,,
3009,,,0,,,,,,,
3010,,,0,,,,,,,
3011,,,0,,,,,,,
3012,,,0,,,,,,,
3013,,,0,,,,,,,
3014,,,0,,,,,,,
3015,,,0,,,,,,,
3016,,,0,,,,,,,
3017,,,0,,,,,,,
3018,,16,0,,,,,,,
3019,,,0,,,,,,,
3020,,,0,,,,,,,
3021,,,0,,,,,,,
3022,,,0,,,,,,,
3023,,,0,,,,,,,
3024,,,0,,,,,,,
3025,,,0,,,,,,,
3026,,,0,,,,,,,
3027,,,0,,,,,,,
3028,,,0,,,,,,,
3029,,,0,,,,,,,
3030,,,0,,,,,,,
3031,,,0,,,,,,,
3032,,20,0,,,,,,,
3033,,,0,,,,,,,
3034,,,0,,,,,,,
3035,,,0,,,,,,,
3036,,,0,,,,,,,
3037,,20,0,,,,,,,
3038,,20,0,,,,,,,
3039,,,0,,,,,,,
3040,,15,0,,,,,,,
3041,,20,0,,,,,,,
3042,,7,0,,,,,,,
3043,,,0,,,,,,,
3044,,,0,,,,,,,
3045,,,0,,,,,,,
3046,,,0,,,,,,,
3047,,,0,,,,,,,
3048,,,0,,,,,,,
3049,,,0,,,,,,,
3050,,,0,,,,,,,
3051,,,0,,,,,,,
3052,,,0,,,,,,,
3053,,,0,,,,,,,
3054,,,0,,,,,,,
3055,,18,0,,,,,,,
3056,,,0,,,,,,,
3057,,,0,,,,,,,
3058,,,0,,,,,,,
3059,,,0,,,,,,,
3060,,,0,,,,,,,
3061,,,0,,,,,,,
3062,,,0,,,,,,,
3063,,,0,,,,,,,
3064,,,0,,,,,,,
3065,,,0,,,,,,,
3066,,,0,,,,,,,
3067,,,0,,,,,,,
3068,,,0,,,,,,,
3069,,,0,,,,,,,
3070,,,0,,,,,,,
3071,,,0,,,,,,,
3072,,,0,,,,,,,
3073,,,0,,,,,,,
3074,,,0,,,,,,,
3075,,,0,,,,,,,
3076,,,0,,,,,,,
3077,,,0,,,,,,,
3078,,,0,,,,,,,
3079,,,0,,,,,,,
3080,,,0,,,,,,,
3081,,,0,,,,,,,
3082,,20,0,,,,,,,
3083,,22,0,,,,,,,
3084,,,0,,,,,,,
3085,,,0,,,,,,,
3086,,,0,,,,,,,
3087,,,0,,,,,,,
3088,,,0,,,,,,,
3089,,,0,,,,,,,
3090,,,0,,,,,,,
3091,,,0,,,,,,,
3092,,,0,,,,,,,
3093,,,0,,,,,,,
3094,,,0,,,,,,,
3095,,,0,,,,,,,
3096,,20,0,,,,,,,
3097,,,0,,,,,,,
3098,,,0,,,,,,,
3099,,,0,,,,,,,
3100,,,0,,,,,,,
3101,,,0,,,,,,,
3102,,,0,,,,,,,
3103,,,0,,,,,,,
3104,,,0,,,,,,,
3105,,,0,,,,,,,
3106,,,0,,,,,,,
3107,,,0,,,,,,,
3108,,,0,,,,,,,
3109,,,0,,,,,,,
3110,,,0,,,,,,,
3111,,,0,,,,,,,
3112,,,0,,,,,,,
3113,,,0,,,,,,,
3114,,2,0,,,,,,,
3115,,,0,,,,,,,
3116,,,0,,,,,,,
3117,,,0,,,,,,,
3118,,,0,,,,,,,
3119,,,0,,,,,,,
3120,,,0,,,,,,,
3121,,,0,,,,,,,
3122,,,0,,,,,,,
3123,,,0,,,,,,,
3124,,,0,,,,,,,
3125,,,0,,,,,,,
3126,,,0,,,,,,,
3127,,,0,,,,,,,
3128,,,0,,,,,,,
3129,,,0,,,,,,,
3130,,,0,,,,,,,
3131,,,0,,,,,,,
3132,,14,0,,,,,,,
3133,,,0,,,,,,,
3134,,,0,,,,,,,
3135,,19,0,,,,,,,
3136,,,0,,,,,,,
3137,,,0,,,,,,,
3138,,,0,,,,,,,
3139,,,0,,,,,,,
3140,,,0,,,,,,,
3141,,,0,,,,,,,
3142,,,0,,,,,,,
3143,,,0,,,,,,,
3144,,,0,,,,,,,
3145,,17,0,,,,,,,
3146,,,0,,,,,,,
3147,,,0,,,,,,,
3148,,,0,,,,,,,
3149,,,0,,,,,,,
3150,,,0,,,,,,,
3151,,,0,,,,,,,
3152,,,0,,,,,,,
3153,,,0,,,,,,,
3154,,,0,,,,,,,
3155,,,0,,,,,,,
3156,,,0,,,,,,,
3157,,9,0,,,,,,,
3158,,,0,,,,,,,
3159,,,0,,,,,,,
3160,,,0,,,,,,,
3161,,,0,,,,,,,
3162,,,0,,,,,,,
3163,,19,0,,,,,,,
3164,,7,0,,,,,,,
3165,,,0,,,,,,,
3166,,,0,,,,,,,
3167,,,0,,,,,,,
3168,,,0,,,,,,,
3169,,,0,,,,,,,
3170,,,0,,,,,,,
3171,,16,0,,,,,,,
3172,,,0,,,,,,,
3173,,,0,,,,,,,
3174,,,0,,,,,,,
3175,,,0,,,,,,,
3176,,19,0,,,,,,,
3177,,,0,,,,,,,
3178,,,0,,,,,,,
3179,,,0,,,,,,,
3180,,19,0,,,,,,,
3181,,,0,,,,,,,
3182,,,0,,,,,,,
3183,,,0,,,,,,,
3184,,,0,,,,,,,
3185,,,0,,,,,,,
3186,,,0,,,,,,,
3187,,,0,,,,,,,
3188,,,0,,,,,,,
3189,,19,0,,,,,,,
3190,,,0,,,,,,,
3191,,,0,,,,,,,
3192,,,0,,,,,,,
3193,,,0,,,,,,,
3194,,,0,,,,,,,
3195,,,0,,,,,,,
3196,,,0,,,,,,,
3197,,,0,,,,,,,
3198,,,0,,,,,,,
3199,,,0,,,,,,,
3200,,,0,,,,,,,
3201,,,0,,,,,,,
3202,,,0,,,,,,,
3203,,,0,,,,,,,
3204,,,0,,,,,,,
3205,,,0,,,,,,,
3206,,,0,,,,,,,
3207,,,0,,,,,,,
3208,,,0,,,,,,,
3209,,12,0,,,,,,,
3210,,,0,,,,,,,
3211,,18,0,,,,,,,
3212,,,0,,,,,,,
3213,,,0,,,,,,,
3214,,,0,,,,,,,
3215,,,0,,,,,,,
3216,,,0,,,,,,,
3217,,,0,,,,,,,
3218,,,0,,,,,,,
3219,,,0,,,,,,,
3220,,15,0,,,,,,,
3221,,,0,,,,,,,
3222,,,0,,,,,,,
3223,,,0,,,,,,,
3224,,,0,,,,,,,
3225,,,0,,,,,,,
3226,,17,0,,,,,,,
3227,,18,0,,,,,,,
3228,,,0,,,,,,,
3229,,,0,,,,,,,
3230,,,0,,,,,,,
3231,,1,0,,,,,,,
3232,,,0,,,,,,,
3233,,,0,,,,,,,
3234,,,0,,,,,,,
3235,,,0,,,,,,,
3236,,,0,,,,,,,
3237,,,0,,,,,,,
3238,,,0,,,,,,,
3239,,,0,,,,,,,
3240,,,0,,,,,,,
3241,,,0,,,,,,,
3242,,,0,,,,,,,
3243,,,0,,,,,,,
3244,,,0,,,,,,,
3245,,,0,,,,,,,
3246,,,0,,,,,,,
3247,,,0,,,,,,,
3248,,,0,,,,,,,
3249,,,0,,,,,,,
3250,,18,0,,,,,,,
3251,,,0,,,,,,,
3252,,,0,,,,,,,
3253,,,0,,,,,,,
3254,,,0,,,,,,,
3255,,,0,,,,,,,
3256,,,0,,,,,,,
3257,,,0,,,,,,,
3258,,,0,,,,,,,
3259,,,0,,,,,,,
3260,,,0,,,,,,,
3261,,,0,,,,,,,
3262,,18,0,,,,,,,
3263,,18,0,,,,,,,
3264,,,0,,,,,,,
3265,,,0,,,,,,,
3266,,18,0,,,,,,,
3267,,,0,,,,,,,
3268,,,0,,,,,,,
3269,,,0,,,,,,,
3270,,,0,,,,,,,
3271,,18,0,,,,,,,
3272,,,0,,,,,,,
3273,,,0,,,,,,,
3274,,,0,,,,,,,
3275,,,0,,,,,,,
3276,,18,0,,,,,,,
3277,,18,0,,,,,,,
3278,,,0,,,,,,,
3279,,18,0,,,,,,,
3280,,,0,,,,,,,
3281,,,0,,,,,,,
3282,,18,0,,,,,,,
3283,,,0,,,,,,,
3284,,,0,,,,,,,
3285,,,0,,,,,,,
3286,,,0,,,,,,,
3287,,,0,,,,,,,
3288,,,0,,,,,,,
3289,,,0,,,,,,,
3290,,,0,,,,,,,
3291,,,0,,,,,,,
3292,,,0,,,,,,,
3293,,,0,,,,,,,
3294,,,0,,,,,,,
3295,,14,0,,,,,,,
3296,,17,0,,,,,,,
3297,,,0,,,,,,,
3298,,,0,,,,,,,
3299,,,0,,,,,,,
3300,,,0,,,,,,,
3301,,,0,,,,,,,
3302,,18,0,,,,,,,
3303,,16,0,,,,,,,
3304,,,0,,,,,,,
3305,,17,0,,,,,,,
3306,,,0,,,,,,,
3307,,18,0,,,,,,,
3308,,,0,,,,,,,
3309,,,0,,,,,,,
3310,,,0,,,,,,,
3311,,,0,,,,,,,
3312,,,0,,,,,,,
3313,,15,0,,,,,,,
3314,,,0,,,,,,,
3315,,,0,,,,,,,
3316,,16,0,,,,,,,
3317,,17,0,,,,,,,
3318,,,0,,,,,,,
3319,,17,0,,,,,,,
3320,,17,0,,,,,,,
3321,,17,0,,,,,,,
3322,,,0,,,,,,,
3323,,,0,,,,,,,
3324,,15,0,,,,,,,
3325,,,0,,,,,,,
3326,,17,0,,,,,,,
3327,,17,0,,,,,,,
3328,,17,0,,,,,,,
3329,,,0,,,,,,,
3330,,17,0,,,,,,,
3331,,,0,,,,,,,
3332,,,0,,,,,,,
3333,,,0,,,,,,,
3334,,17,0,,,,,,,
3335,,,0,,,,,,,
3336,,,0,,,,,,,
3337,,,0,,,,,,,
3338,,,0,,,,,,,
3339,,17,0,,,,,,,
3340,,17,0,,,,,,,
3341,,17,0,,,,,,,
3342,,,0,,,,,,,
3343,,,0,,,,,,,
3344,,,0,,,,,,,
3345,,,0,,,,,,,
3346,,17,0,,,,,,,
3347,,,0,,,,,,,
3348,,,0,,,,,,,
3349,,17,0,,,,,,,
3350,,17,0,,,,,,,
3351,,17,0,,,,,,,
3352,,,0,,,,,,,
3353,,,0,,,,,,,
3354,,,0,,,,,,,
3355,,,0,,,,,,,
3356,,17,0,,,,,,,
3357,,,0,,,,,,,
3358,,17,0,,,,,,,
3359,,13,0,,,,,,,
3360,,,0,,,,,,,
3361,,,0,,,,,,,
3362,,,0,,,,,,,
3363,,,0,,,,,,,
3364,,,0,,,,,,,
3365,,,0,,,,,,,
3366,,,0,,,,,,,
3367,,17,0,,,,,,,
3368,,17,0,,,,,,,
3369,,,0,,,,,,,
3370,,17,0,,,,,,,
3371,,17,0,,,,,,,
3372,,17,0,,,,,,,
3373,,,0,,,,,,,
3374,,17,0,,,,,,,
3375,,,0,,,,,,,
3376,,17,0,,,,,,,
3377,,17,0,,,,,,,
3378,,15,0,,,,,,,
3379,,17,0,,,,,,,
3380,,17,0,,,,,,,
3381,,,0,,,,,,,
3382,,17,0,,,,,,,
3383,,17,0,,,,,,,
3384,,17,0,,,,,,,
3385,,,0,,,,,,,
3386,,,0,,,,,,,
3387,,,0,,,,,,,
3388,,15,0,,,,,,,
3389,,14,0,,,,,,,
3390,,17,0,,,,,,,
3391,,17,0,,,,,,,
3392,,,0,,,,,,,
3393,,,0,,,,,,,
3394,,,0,,,,,,,
3395,,,0,,,,,,,
3396,,17,0,,,,,,,
3397,,,0,,,,,,,
3398,,17,0,,,,,,,
3399,,16,0,,,,,,,
3400,,,0,,,,,,,
3401,,,0,,,,,,,
3402,,17,0,,,,,,,
3403,,17,0,,,,,,,
3404,,,0,,,,,,,
3405,,,0,,,,,,,
3406,,17,0,,,,,,,
3407,,17,0,,,,,,,
3408,,17,0,,,,,,,
3409,,,0,,,,,,,
3410,,17,0,,,,,,,
3411,,17,0,,,,,,,
3412,,17,0,,,,,,,
3413,,17,0,,,,,,,
3414,,17,0,,,,,,,
3415,,16,0,,,,,,,
3416,,17,0,,,,,,,
3417,,,0,,,,,,,
3418,,,0,,,,,,,
3419,,,0,,,,,,,
3420,,17,0,,,,,,,
3421,,,0,,,,,,,
3422,,15,0,,,,,,,
3423,,,0,,,,,,,
3424,,15,0,,,,,,,
3425,,17,0,,,,,,,
3426,,,0,,,,,,,
3427,,17,0,,,,,,,
3428,,17,0,,,,,,,
3429,,17,0,,,,,,,
3430,,,0,,,,,,,
3431,,,0,,,,,,,
3432,,17,0,,,,,,,
3433,,15,0,,,,,,,
3434,,17,0,,,,,,,
3435,,17,0,,,,,,,
3436,,,0,,,,,,,
3437,,17,0,,,,,,,
3438,,17,0,,,,,,,
3439,,,0,,,,,,,
3440,,17,0,,,,,,,
3441,,,0,,,,,,,
3442,,15,0,,,,,,,
3443,,17,0,,,,,,,
3444,,17,0,,,,,,,
3445,,,0,,,,,,,
3446,,16,0,,,,,,,
3447,,17,0,,,,,,,
3448,,,0,,,,,,,
3449,,17,0,,,,,,,
3450,,17,0,,,,,,,
3451,,17,0,,,,,,,
3452,,17,0,,,,,,,
3453,,16,0,,,,,,,
3454,,16,0,,,,,,,
3455,,16,0,,,,,,,
3456,,15,0,,,,,,,
3457,,16,0,,,,,,,
3458,,16,0,,,,,,,
3459,,16,0,,,,,,,
3460,,16,0,,,,,,,
3461,,16,0,,,,,,,
3462,,16,0,,,,,,,
3463,,16,0,,,,,,,
3464,,16,0,,,,,,,
3465,,16,0,,,,,,,
3466,,,0,,,,,,,
3467,,,0,,,,,,,
3468,,16,0,,,,,,,
3469,,16,0,,,,,,,
3470,,16,0,,,,,,,
3471,,16,0,,,,,,,
3472,,16,0,,,,,,,
3473,,,0,,,,,,,
3474,,16,0,,,,,,,
3475,,16,0,,,,,,,
3476,,,0,,,,,,,
3477,,16,0,,,,,,,
3478,,,0,,,,,,,
3479,,,0,,,,,,,
3480,,16,0,,,,,,,
3481,,16,0,,,,,,,
3482,,16,0,,,,,,,
3483,,,0,,,,,,,
3484,,16,0,,,,,,,
3485,,16,0,,,,,,,
3486,,16,0,,,,,,,
3487,,16,0,,,,,,,
3488,,16,0,,,,,,,
3489,,,0,,,,,,,
3490,,16,0,,,,,,,
3491,,16,0,,,,,,,
3492,,16,0,,,,,,,
3493,,16,0,,,,,,,
3494,,16,0,,,,,,,
3495,,16,0,,,,,,,
3496,,,0,,,,,,,
3497,,16,0,,,,,,,
3498,,16,0,,,,,,,
3499,,16,0,,,,,,,
3500,,16,0,,,,,,,
3501,,13,0,,,,,,,
3502,,16,0,,,,,,,
3503,,,0,,,,,,,
3504,,16,0,,,,,,,
3505,,16,0,,,,,,,
3506,,16,0,,,,,,,
3507,,,0,,,,,,,
3508,,16,0,,,,,,,
3509,,16,0,,,,,,,
3510,,16,0,,,,,,,
3511,,16,0,,,,,,,
3512,,16,0,,,,,,,
3513,,16,0,,,,,,,
3514,,16,0,,,,,,,
3515,,16,0,,,,,,,
3516,,16,0,,,,,,,
3517,,16,0,,,,,,,
3518,,16,0,,,,,,,
3519,,16,0,,,,,,,
3520,,15,0,,,,,,,
3521,,16,0,,,,,,,
3522,,16,0,,,,,,,
3523,,16,0,,,,,,,
3524,,16,0,,,,,,,
3525,,16,0,,,,,,,
3526,,15,0,,,,,,,
3527,,16,0,,,,,,,
3528,,16,0,,,,,,,
3529,,16,0,,,,,,,
3530,,16,0,,,,,,,
3531,,16,0,,,,,,,
3532,,16,0,,,,,,,
3533,,16,0,,,,,,,
3534,,16,0,,,,,,,
3535,,,0,,,,,,,
3536,,16,0,,,,,,,
3537,,16,0,,,,,,,
3538,,16,0,,,,,,,
3539,,16,0,,,,,,,
3540,,16,0,,,,,,,
3541,,16,0,,,,,,,
3542,,16,0,,,,,,,
3543,,16,0,,,,,,,
3544,,16,0,,,,,,,
3545,,16,0,,,,,,,
3546,,15,0,,,,,,,
3547,,16,0,,,,,,,
3548,,16,0,,,,,,,
3549,,16,0,,,,,,,
3550,,16,0,,,,,,,
3551,,16,0,,,,,,,
3552,,16,0,,,,,,,
3553,,16,0,,,,,,,
3554,,16,0,,,,,,,
3555,,16,0,,,,,,,
3556,,16,0,,,,,,,
3557,,16,0,,,,,,,
3558,,16,0,,,,,,,
3559,,16,0,,,,,,,
3560,,16,0,,,,,,,
3561,,16,0,,,,,,,
3562,,16,0,,,,,,,
3563,,16,0,,,,,,,
3564,,16,0,,,,,,,
3565,,16,0,,,,,,,
3566,,16,0,,,,,,,
3567,,16,0,,,,,,,
3568,,16,0,,,,,,,
3569,,16,0,,,,,,,
3570,,16,0,,,,,,,
3571,,16,0,,,,,,,
3572,,16,0,,,,,,,
3573,,16,0,,,,,,,
3574,,16,0,,,,,,,
3575,,16,0,,,,,,,
3576,,16,0,,,,,,,
3577,,16,0,,,,,,,
3578,,16,0,,,,,,,
3579,,16,0,,,,,,,
3580,,16,0,,,,,,,
3581,,16,0,,,,,,,
3582,,15,0,,,,,,,
3583,,16,0,,,,,,,
3584,,15,0,,,,,,,
3585,,15,0,,,,,,,
3586,,16,0,,,,,,,
3587,,16,0,,,,,,,
3588,,16,0,,,,,,,
3589,,16,0,,,,,,,
3590,,16,0,,,,,,,
3591,,16,0,,,,,,,
3592,,16,0,,,,,,,
3593,,16,0,,,,,,,
3594,,16,0,,,,,,,
3595,,16,0,,,,,,,
3596,,16,0,,,,,,,
3597,,15,0,,,,,,,
3598,,16,0,,,,,,,
3599,,16,0,,,,,,,
3600,,16,0,,,,,,,
3601,,15,0,,,,,,,
3602,,16,0,,,,,,,
3603,,,0,,,,,,,
3604,,15,0,,,,,,,
3605,,15,0,,,,,,,
3606,,15,0,,,,,,,
3607,,15,0,,,,,,,
3608,,15,0,,,,,,,
3609,,15,0,,,,,,,
3610,,15,0,,,,,,,
3611,,15,0,,,,,,,
3612,,15,0,,,,,,,
3613,,15,0,,,,,,,
3614,,15,0,,,,,,,
3615,,15,0,,,,,,,
3616,,15,0,,,,,,,
3617,,15,0,,,,,,,
3618,,,0,,,,,,,
3619,,15,0,,,,,,,
3620,,15,0,,,,,,,
3621,,15,0,,,,,,,
3622,,15,0,,,,,,,
3623,,15,0,,,,,,,
3624,,15,0,,,,,,,
3625,,15,0,,,,,,,
3626,,15,0,,,,,,,
3627,,15,0,,,,,,,
3628,,15,0,,,,,,,
3629,,15,0,,,,,,,
3630,,15,0,,,,,,,
3631,,15,0,,,,,,,
3632,,15,0,,,,,,,
3633,,15,0,,,,,,,
3634,,15,0,,,,,,,
3635,,15,0,,,,,,,
3636,,15,0,,,,,,,
3637,,15,0,,,,,,,
3638,,15,0,,,,,,,
3639,,15,0,,,,,,,
3640,,15,0,,,,,,,
3641,,15,0,,,,,,,
3642,,15,0,,,,,,,
3643,,15,0,,,,,,,
3644,,15,0,,,,,,,
3645,,15,0,,,,,,,
3646,,15,0,,,,,,,
3647,,15,0,,,,,,,
3648,,15,0,,,,,,,
3649,,15,0,,,,,,,
3650,,15,0,,,,,,,
3651,,15,0,,,,,,,
3652,,15,0,,,,,,,
3653,,15,0,,,,,,,
3654,,15,0,,,,,,,
3655,,15,0,,,,,,,
3656,,15,0,,,,,,,
3657,,15,0,,,,,,,
3658,,15,0,,,,,,,
3659,,15,0,,,,,,,
3660,,15,0,,,,,,,
3661,,15,0,,,,,,,
3662,,15,0,,,,,,,
3663,,15,0,,,,,,,
3664,,15,0,,,,,,,
3665,,15,0,,,,,,,
3666,,15,0,,,,,,,
3667,,15,0,,,,,,,
3668,,15,0,,,,,,,
3669,,15,0,,,,,,,
3670,,15,0,,,,,,,
3671,,15,0,,,,,,,
3672,,15,0,,,,,,,
3673,,15,0,,,,,,,
3674,,15,0,,,,,,,
3675,,15,0,,,,,,,
3676,,15,0,,,,,,,
3677,,15,0,,,,,,,
3678,,15,0,,,,,,,
3679,,15,0,,,,,,,
3680,,15,0,,,,,,,
3681,,15,0,,,,,,,
3682,,14,0,,,,,,,
3683,,15,0,,,,,,,
3684,,15,0,,,,,,,
3685,,15,0,,,,,,,
3686,,15,0,,,,,,,
3687,,15,0,,,,,,,
3688,,15,0,,,,,,,
3689,,15,0,,,,,,,
3690,,15,0,,,,,,,
3691,,15,0,,,,,,,
3692,,15,0,,,,,,,
3693,,15,0,,,,,,,
3694,,15,0,,,,,,,
3695,,15,0,,,,,,,
3696,,15,0,,,,,,,
3697,,15,0,,,,,,,
3698,,15,0,,,,,,,
3699,,15,0,,,,,,,
3700,,15,0,,,,,,,
3701,,15,0,,,,,,,
3702,,15,0,,,,,,,
3703,,15,0,,,,,,,
3704,,15,0,,,,,,,
3705,,15,0,,,,,,,
3706,,15,0,,,,,,,
3707,,15,0,,,,,,,
3708,,15,0,,,,,,,
3709,,15,0,,,,,,,
3710,,15,0,,,,,,,
3711,,15,0,,,,,,,
3712,,15,0,,,,,,,
3713,,15,0,,,,,,,
3714,,15,0,,,,,,,
3715,,15,0,,,,,,,
3716,,15,0,,,,,,,
3717,,15,0,,,,,,,
3718,,15,0,,,,,,,
3719,,15,0,,,,,,,
3720,,15,0,,,,,,,
3721,,15,0,,,,,,,
3722,,15,0,,,,,,,
3723,,15,0,,,,,,,
3724,,15,0,,,,,,,
3725,,15,0,,,,,,,
3726,,14,0,,,,,,,
3727,,15,0,,,,,,,
3728,,15,0,,,,,,,
3729,,15,0,,,,,,,
3730,,15,0,,,,,,,
3731,,15,0,,,,,,,
3732,,15,0,,,,,,,
3733,,15,0,,,,,,,
3734,,15,0,,,,,,,
3735,,15,0,,,,,,,
3736,,14,0,,,,,,,
3737,,14,0,,,,,,,
3738,,,0,,,,,,,
3739,,14,0,,,,,,,
3740,,14,0,,,,,,,
3741,,14,0,,,,,,,
3742,,14,0,,,,,,,
3743,,14,0,,,,,,,
3744,,14,0,,,,,,,
3745,,14,0,,,,,,,
3746,,15,0,,,,,,,
3747,,14,0,,,,,,,
3748,,14,0,,,,,,,
3749,,14,0,,,,,,,
3750,,14,0,,,,,,,
3751,,14,0,,,,,,,
3752,,14,0,,,,,,,
3753,,14,0,,,,,,,
3754,,14,0,,,,,,,
3755,,14,0,,,,,,,
3756,,14,0,,,,,,,
3757,,14,0,,,,,,,
3758,,14,0,,,,,,,
3759,,14,0,,,,,,,
3760,,14,0,,,,,,,
3761,,14,0,,,,,,,
3762,,14,0,,,,,,,
3763,,14,0,,,,,,,
3764,,14,0,,,,,,,
3765,,14,0,,,,,,,
3766,,14,0,,,,,,,
3767,,14,0,,,,,,,
3768,,,0,,,,,,,
3769,,14,0,,,,,,,
3770,,14,0,,,,,,,
3771,,13,0,,,,,,,
3772,,14,0,,,,,,,
3773,,14,0,,,,,,,
3774,,14,0,,,,,,,
3775,,14,0,,,,,,,
3776,,14,0,,,,,,,
3777,,14,0,,,,,,,
3778,,14,0,,,,,,,
3779,,14,0,,,,,,,
3780,,14,0,,,,,,,
3781,,14,0,,,,,,,
3782,,14,0,,,,,,,
3783,,14,0,,,,,,,
3784,,14,0,,,,,,,
3785,,14,0,,,,,,,
3786,,14,0,,,,,,,
3787,,14,0,,,,,,,
3788,,14,0,,,,,,,
3789,,13,0,,,,,,,
3790,,14,0,,,,,,,
3791,,14,0,,,,,,,
3792,,14,0,,,,,,,
3793,,14,0,,,,,,,
3794,,14,0,,,,,,,
3795,,14,0,,,,,,,
3796,,14,0,,,,,,,
3797,,14,0,,,,,,,
3798,,14,0,,,,,,,
3799,,14,0,,,,,,,
3800,,14,0,,,,,,,
3801,,14,0,,,,,,,
3802,,14,0,,,,,,,
3803,,14,0,,,,,,,
3804,,14,0,,,,,,,
3805,,14,0,,,,,,,
3806,,,0,,,,,,,
3807,,14,0,,,,,,,
3808,,14,0,,,,,,,
3809,,14,0,,,,,,,
3810,,14,0,,,,,,,
3811,,14,0,,,,,,,
3812,,14,0,,,,,,,
3813,,23,0,,,,,,,
3814,,14,0,,,,,,,
3815,,14,0,,,,,,,
3816,,10,0,,,,,,,
3817,,14,0,,,,,,,
3818,,14,0,,,,,,,
3819,,14,0,,,,,,,
3820,,14,0,,,,,,,
3821,,14,0,,,,,,,
3822,,14,0,,,,,,,
3823,,14,0,,,,,,,
3824,,14,0,,,,,,,
3825,,14,0,,,,,,,
3826,,14,0,,,,,,,
3827,,14,0,,,,,,,
3828,,14,0,,,,,,,
3829,,14,0,,,,,,,
3830,,14,0,,,,,,,
3831,,14,0,,,,,,,
3832,,14,0,,,,,,,
3833,,14,0,,,,,,,
3834,,14,0,,,,,,,
3835,,14,0,,,,,,,
3836,,14,0,,,,,,,
3837,,14,0,,,,,,,
3838,,14,0,,,,,,,
3839,,14,0,,,,,,,
3840,,14,0,,,,,,,
3841,,14,0,,,,,,,
3842,,14,0,,,,,,,
3843,,14,0,,,,,,,
3844,,14,0,,,,,,,
3845,,12,0,,,,,,,
3846,,14,0,,,,,,,
3847,,14,0,,,,,,,
3848,,14,0,,,,,,,
3849,,14,0,,,,,,,
3850,,14,0,,,,,,,
3851,,11,0,,,,,,,
3852,,14,0,,,,,,,
3853,,13,0,,,,,,,
3854,,14,0,,,,,,,
3855,,14,0,,,,,,,
